    0,0.000000,0.000000,0.000000,0.157080,0.000000,0.000000
    1,0.020000,0.000000,0.000000,0.314159,0.000000,0.000000
    2,0.050000,0.000000,0.000000,0.471239,0.000000,0.000000
    3,0.090000,0.000000,0.000000,0.628319,0.000000,0.000000
    4,0.140000,0.000000,0.000000,0.785398,0.000000,0.000000
    5,0.200000,0.000000,0.000000,0.942478,0.000000,0.000000
    6,0.270000,0.000000,0.000000,1.099557,0.000000,0.000000
    7,0.350000,0.000000,0.000000,1.256637,0.000000,0.000000
    8,0.440000,0.000000,0.000000,1.413717,0.000000,0.000000
    9,0.540000,0.000000,0.000000,1.570796,0.000000,0.000000
   10,0.650000,0.000000,0.000000,1.727876,0.000000,0.000000
   11,0.770000,0.000000,0.000000,1.884956,0.000000,0.000000
   12,0.900000,0.000000,0.000000,2.042035,0.000000,0.000000
   13,1.040000,0.000000,0.000000,2.199115,0.000000,0.000000
   14,1.190000,0.000000,0.000000,2.356194,0.000000,0.000000
   15,1.350000,0.000000,0.000000,2.513274,0.000000,0.000000
   16,1.520000,0.000000,0.000000,2.670354,0.000000,0.000000
   17,1.700000,0.000000,0.000000,2.827433,0.000000,0.000000
   18,1.890000,0.000000,0.000000,2.984513,0.000000,0.000000
   19,2.090000,0.000000,0.000000,3.141593,0.000000,0.000000
   20,2.300000,0.000000,0.000000,3.298672,0.000000,0.000000
   21,2.520000,0.000000,0.000000,3.455752,0.000000,0.000000
   22,2.750000,0.000000,0.000000,3.612832,0.000000,0.000000
   23,2.990000,0.000000,0.000000,3.769911,0.000000,0.000000
   24,3.240000,0.000000,0.000000,3.926991,0.000000,0.000000
   25,3.500000,0.000000,0.000000,4.084070,0.000000,0.000000
   26,3.770000,0.000000,0.000000,4.241150,0.000000,0.000000
   27,4.050000,0.000000,0.000000,4.398230,0.000000,0.000000
   28,4.340000,0.000000,0.000000,4.555309,0.000000,0.000000
   29,4.640000,0.000000,0.000000,4.712389,0.000000,0.000000
   30,4.950000,0.000000,0.000000,4.869469,0.000000,0.000000
   31,5.270000,0.000000,0.000000,5.026548,0.000000,0.000000
   32,5.590000,0.000000,0.000000,5.026548,0.000000,0.000000
   33,5.910000,0.000000,0.000000,5.026548,0.000000,0.000000
   34,6.230000,0.000000,0.000000,5.026548,0.000000,0.000000
   35,6.550000,0.000000,0.000000,5.026548,0.000000,0.000000
   36,6.870000,0.000000,0.000000,5.026548,0.000000,0.000000
   37,7.190000,0.000000,0.000000,5.026548,0.000000,0.000000
